Date,Month,Quarter,Year,Region,Segment,Channel,Product,Sales_Rep,Revenue,Profit,Marketing_Spend,Ad_Spend,Operating_Cost,Support_Cost,Refund_Amount,Discount_Pct,Units_Sold,Avg_Order_Value,Customers_Start,New_Customers,Customers_Churned,Customers_End,Customer_Lifetime_Months,Website_Visits,Conversion_Rate_Pct,Email_Campaigns,NPS_Score,CSAT_Score,Tickets_Raised,Tickets_Resolved,Churn_Rate_Pct,ROI_Pct,LTV,CAC,Profit_Margin_Pct,LTV_CAC_Ratio,Resolution_Rate_Pct,Revenue_Per_Customer
2022-05-23,May,Q2,2022,Central,Government,Partner,Product_E,Rep_10,76280.65,18907.89,7685.85,3859.47,45160.21,4526.7,3220.44,0.82,235,216.42,3068,483,205,3346,33,12697,5.79,6,71,8.5,164,125,6.68,146.01,7141.86,15.91,24.79,448.89,76.22,24.86
2022-05-24,May,Q2,2022,East,SMB,Social,Product_B,Rep_18,80923.29,29200.53,8454.8,4687.29,40808.96,2459.0,3418.66,23.65,745,591.42,2978,369,83,3264,54,5139,6.32,2,80,6.6,143,128,2.79,245.37,31936.68,22.91,36.08,1394.01,89.51,27.17
2022-05-25,May,Q2,2022,East,Startup,Social,Product_A,Rep_9,76606.01,16203.98,10282.5,6160.6,45615.94,4503.59,1261.1,23.14,264,152.25,3025,543,170,3398,58,16221,5.09,8,32,9.0,98,89,5.62,57.59,8830.5,18.94,21.15,466.24,90.82,25.32
2022-05-26,May,Q2,2022,South,Retail,Direct,Product_C,Rep_12,82193.12,23424.43,10380.66,6866.45,45326.39,3061.64,361.46,4.07,300,357.97,3209,477,71,3615,24,8087,4.83,9,59,9.6,41,32,2.21,125.65,8591.28,21.76,28.5,394.82,78.05,25.61
2022-05-27,May,Q2,2022,West,Retail,Direct,Product_D,Rep_13,80669.73,35559.32,7499.36,5817.88,34876.29,2734.76,2843.49,10.19,265,293.59,2952,394,147,3199,13,1632,6.02,3,80,7.5,151,133,4.98,374.16,3816.67,19.03,44.08,200.56,88.08,27.33
2022-05-28,May,Q2,2022,West,Retail,Partner,Product_E,Rep_11,79806.26,31157.83,7357.15,4871.15,39534.43,1756.85,1437.04,20.78,78,359.1,3212,356,94,3474,25,3199,5.4,13,63,8.5,183,166,2.93,323.5,8977.5,20.67,39.04,434.33,90.71,24.85
2022-05-29,May,Q2,2022,West,SMB,Direct,Product_E,Rep_15,76543.26,26586.18,6650.67,4733.16,41613.99,1692.42,174.0,16.53,151,400.51,3022,374,94,3302,49,15548,6.01,6,81,8.7,38,32,3.11,299.75,19624.99,17.78,34.73,1103.77,84.21,25.33
2022-05-30,May,Q2,2022,North,Startup,Online,Product_E,Rep_10,78277.3,29481.6,9880.25,6000.31,35183.15,3732.3,617.71,9.87,172,344.84,3191,622,134,3679,52,12255,5.79,6,63,8.3,192,154,4.2,198.39,17931.68,15.88,37.66,1129.2,80.21,24.53
2022-05-31,May,Q2,2022,North,Startup,Referral,Product_E,Rep_10,85018.2,25510.02,11350.45,8234.63,44900.07,3257.66,583.29,18.6,103,336.83,2921,381,134,3168,39,18006,6.53,2,67,7.9,57,50,4.59,124.75,13136.37,29.79,30.01,440.97,87.72,29.11
2022-06-01,June,Q2,2022,West,SMB,Online,Product_A,Rep_9,83825.91,28422.5,8261.32,5668.43,44706.04,2436.05,2469.16,22.43,332,460.56,3125,365,179,3311,18,7073,6.0,10,78,9.3,144,143,5.73,244.04,8290.08,22.63,33.91,366.33,99.31,26.82
2022-06-02,June,Q2,2022,North,Government,Online,Product_C,Rep_3,76513.63,33775.8,6233.27,3976.44,33095.2,3409.36,3435.91,23.15,663,443.93,2996,438,73,3361,29,17744,5.14,8,76,7.4,194,161,2.44,441.86,12873.97,14.23,44.14,904.71,82.99,25.54
2022-06-03,June,Q2,2022,North,Startup,Social,Product_B,Rep_16,81978.14,30423.45,7029.79,3923.54,42056.18,2468.72,3250.73,9.47,166,528.33,2933,383,147,3169,52,11559,6.27,5,30,5.8,100,82,5.01,332.78,27473.16,18.35,37.11,1497.17,82.0,27.95
2022-06-04,June,Q2,2022,West,Retail,Referral,Product_D,Rep_12,85318.5,21740.78,12605.83,7450.83,47294.21,3677.68,2331.4,4.34,665,255.11,3100,321,96,3325,47,17097,4.65,11,44,9.1,198,166,3.1,72.47,11990.17,39.27,25.48,305.33,83.84,27.52
2022-06-05,June,Q2,2022,West,Government,Social,Product_E,Rep_17,73294.62,26765.09,7379.39,5064.36,36631.12,2519.02,1547.09,22.82,606,434.86,3183,421,173,3431,52,9401,3.19,11,80,8.4,109,79,5.44,262.7,22612.72,17.53,36.52,1289.94,72.48,23.03
2022-06-06,June,Q2,2022,Central,Retail,Direct,Product_E,Rep_15,84438.52,34686.64,11301.73,7095.42,33979.8,4470.35,2612.01,2.31,163,423.01,3002,464,175,3291,47,12659,1.51,8,65,9.2,52,45,5.83,206.91,19881.47,24.36,41.08,816.15,86.54,28.13
2022-06-07,June,Q2,2022,West,Enterprise,Direct,Product_C,Rep_3,78488.68,33093.8,9711.13,7446.65,31537.36,4146.39,1741.71,18.04,592,323.57,2940,456,157,3239,55,10122,5.42,14,73,6.1,44,35,5.34,240.78,17796.35,21.3,42.16,835.51,79.55,26.7
2022-06-08,June,Q2,2022,East,SMB,Referral,Product_C,Rep_5,84734.88,32433.49,9044.24,5159.31,39944.52,3312.63,1042.66,3.51,725,386.93,3085,418,198,3305,15,14894,5.63,13,53,5.6,156,115,6.42,258.61,5803.95,21.64,38.28,268.2,73.72,27.47
2022-06-09,June,Q2,2022,West,Enterprise,Partner,Product_A,Rep_13,78145.67,22375.48,7376.8,3850.11,45733.88,2659.51,2653.82,9.73,750,290.37,3089,447,124,3412,41,1877,8.3,14,26,9.5,182,153,4.01,203.32,11905.17,16.5,28.63,721.53,84.07,25.3
2022-06-10,June,Q2,2022,West,Government,Direct,Product_A,Rep_6,73017.63,31489.97,6461.84,4373.4,32546.54,2519.28,3188.11,10.29,342,220.32,3157,621,208,3570,35,14775,4.03,8,81,6.1,92,64,6.59,387.32,7711.2,10.41,43.13,740.75,69.57,23.13
2022-06-11,June,Q2,2022,West,Retail,Online,Product_A,Rep_9,73984.41,22036.09,9103.85,6971.87,38980.37,3864.1,1379.33,3.97,244,240.37,3201,441,147,3495,31,11691,4.26,12,76,9.0,47,39,4.59,142.05,7451.47,20.64,29.78,361.02,82.98,23.11
2022-06-12,June,Q2,2022,West,Retail,Referral,Product_D,Rep_19,82442.63,32006.97,11065.81,6743.74,36638.76,2731.09,3468.93,23.07,341,222.0,3104,391,152,3343,57,17110,2.91,3,24,9.0,21,15,4.9,189.24,12654.0,28.3,38.82,447.14,71.43,26.56
2022-06-13,June,Q2,2022,South,SMB,Referral,Product_A,Rep_7,83580.89,31947.15,10453.74,7258.17,38809.45,2370.55,1801.51,0.07,310,477.22,3300,410,194,3516,42,3523,1.99,5,54,8.5,106,75,5.88,205.6,20043.24,25.5,38.22,786.01,70.75,25.33
2022-06-14,June,Q2,2022,West,Government,Direct,Product_E,Rep_13,77840.78,22564.72,9116.8,5191.32,44338.76,1820.5,1562.02,22.35,256,447.45,3141,458,66,3533,35,13543,6.91,7,56,6.1,187,177,2.1,147.51,15660.75,19.91,28.99,786.58,94.65,24.78
2022-06-15,June,Q2,2022,South,SMB,Direct,Product_A,Rep_5,85635.4,28484.33,7102.31,4741.09,46737.43,3311.33,121.28,22.1,613,581.64,3087,543,183,3447,18,7270,3.25,5,79,8.4,166,162,5.93,301.06,10469.52,13.08,33.26,800.42,97.59,27.74
2022-06-16,June,Q2,2022,West,Startup,Social,Product_D,Rep_16,74214.92,29228.85,10968.54,8073.26,31101.98,2915.55,2580.0,7.92,98,491.95,2965,358,169,3154,37,6088,5.76,6,84,9.3,115,88,5.7,166.48,18202.15,30.64,39.38,594.06,76.52,25.03
2022-06-17,June,Q2,2022,West,SMB,Social,Product_A,Rep_4,82272.2,26714.88,11181.61,8499.25,39962.93,4412.78,3321.75,17.61,55,171.95,3104,531,120,3515,24,8564,6.31,2,35,7.3,74,64,3.87,138.92,4126.8,21.06,32.47,195.95,86.49,26.51
2022-06-18,June,Q2,2022,East,Government,Online,Product_A,Rep_5,76627.6,35617.96,7700.89,4093.3,31098.08,2210.67,2542.34,6.32,428,541.34,3100,317,78,3339,19,8066,4.8,8,49,7.3,64,50,2.52,362.52,10285.46,24.29,46.48,423.44,78.12,24.72
2022-06-19,June,Q2,2022,West,Enterprise,Referral,Product_E,Rep_20,79503.58,25439.9,11814.07,7170.11,39447.93,2801.68,601.69,18.97,443,546.94,3234,459,82,3611,16,7545,7.63,5,61,7.4,183,155,2.54,115.34,8751.04,25.74,32.0,339.98,84.7,24.58
2022-06-20,June,Q2,2022,West,Startup,Partner,Product_E,Rep_19,83079.84,24346.15,10146.68,7020.42,44238.92,4348.09,429.08,14.03,273,350.27,3188,566,240,3514,55,3321,4.61,6,80,5.9,81,67,7.53,139.94,19264.85,17.93,29.3,1074.45,82.72,26.06
2022-06-21,June,Q2,2022,South,Startup,Partner,Product_E,Rep_6,78620.86,31651.57,9495.01,4846.41,33311.7,4162.58,2251.93,7.51,72,415.47,3028,405,186,3247,24,14132,3.49,1,67,9.3,39,30,6.14,233.35,9971.28,23.44,40.26,425.4,76.92,25.96
2022-06-22,June,Q2,2022,West,Government,Referral,Product_A,Rep_4,81080.23,30362.4,10732.19,7589.64,37116.66,2868.98,1627.75,10.01,706,580.9,3167,495,87,3575,40,9330,7.77,10,81,9.2,166,151,2.75,182.91,23236.0,21.68,37.45,1071.77,90.96,25.6
2022-06-23,June,Q2,2022,East,Retail,Online,Product_E,Rep_1,88114.55,30421.0,12056.18,7937.91,42256.86,3380.51,1890.49,17.25,159,372.36,3221,388,133,3476,31,9294,7.53,2,83,9.8,20,15,4.13,152.33,11543.16,31.07,34.52,371.52,75.0,27.36
2022-06-24,June,Q2,2022,West,SMB,Social,Product_C,Rep_17,80278.7,20712.62,10111.38,5931.03,46875.23,2579.47,3884.69,22.65,773,559.75,3311,577,184,3704,25,14553,2.65,11,76,8.0,150,107,5.56,104.84,13993.75,17.52,25.8,798.73,71.33,24.25
2022-06-25,June,Q2,2022,South,Startup,Social,Product_B,Rep_9,87421.7,22299.53,7777.62,5789.63,52335.09,5009.46,3164.33,3.27,602,196.42,3251,342,228,3365,43,6333,1.68,4,65,8.7,42,39,7.01,186.71,8446.06,22.74,25.51,371.42,92.86,26.89
2022-06-26,June,Q2,2022,South,SMB,Social,Product_B,Rep_16,77674.79,35931.84,8053.22,4727.36,31767.61,1922.12,1599.28,14.28,448,233.71,3242,601,73,3770,38,8858,2.13,11,47,6.4,175,157,2.25,346.18,8880.98,13.4,46.26,662.76,89.71,23.96
2022-06-27,June,Q2,2022,East,Startup,Partner,Product_E,Rep_2,86052.42,21124.38,12474.66,9947.6,47518.28,4935.1,82.18,6.34,221,362.7,3176,381,109,3448,36,6389,3.51,9,22,8.4,36,31,3.43,69.34,13057.2,32.74,24.55,398.81,86.11,27.09
2022-06-28,June,Q2,2022,North,SMB,Partner,Product_D,Rep_11,90691.33,34696.46,8681.25,6466.76,43018.96,4294.66,154.61,20.03,747,406.1,3213,602,236,3579,15,19232,8.31,6,56,8.3,11,9,7.35,299.67,6091.5,14.42,38.26,422.43,81.82,28.23
2022-06-29,June,Q2,2022,South,Retail,Online,Product_E,Rep_5,71205.34,26644.59,7551.45,5379.61,34071.16,2938.14,2438.08,1.76,775,506.75,3303,447,68,3682,32,4205,5.41,8,67,9.4,50,42,2.06,252.84,16216.0,16.89,37.42,960.09,84.0,21.56
2022-06-30,June,Q2,2022,North,SMB,Partner,Product_E,Rep_13,79659.17,25299.37,8782.06,4552.66,43880.49,1697.25,3336.68,17.22,355,594.05,3049,525,98,3476,29,3161,4.11,2,38,9.1,193,160,3.21,188.08,17227.45,16.73,31.76,1029.73,82.9,26.13
2022-07-01,July,Q3,2022,North,Enterprise,Direct,Product_A,Rep_20,86609.08,23084.13,9592.68,7398.77,50552.45,3379.82,3064.67,4.37,613,324.15,3151,416,244,3323,50,18848,7.72,10,36,9.5,22,18,7.74,140.64,16207.5,23.06,26.65,702.84,81.82,27.49
2022-07-02,July,Q3,2022,North,Government,Partner,Product_D,Rep_17,82788.58,20746.7,10175.19,7499.28,48860.64,3006.05,1680.14,14.91,631,179.04,3113,593,177,3529,26,1643,4.67,5,59,9.2,75,64,5.69,103.89,4655.04,17.16,25.06,271.27,85.33,26.59
2022-07-03,July,Q3,2022,South,Retail,Social,Product_E,Rep_15,85739.61,26760.3,12519.3,7119.82,44192.3,2267.71,133.48,20.89,757,502.78,3232,364,115,3481,49,15986,3.71,12,69,9.2,44,38,3.56,113.75,24636.22,34.39,31.21,716.38,86.36,26.53
2022-07-04,July,Q3,2022,South,Retail,Online,Product_C,Rep_12,80944.04,31201.57,7839.31,4842.14,38158.98,3744.18,3915.27,18.88,200,435.65,3321,391,80,3632,59,12628,8.09,12,48,5.8,92,83,2.41,298.01,25703.35,20.05,38.55,1281.96,90.22,24.37
2022-07-05,July,Q3,2022,North,Government,Referral,Product_B,Rep_6,84476.99,24932.46,7476.64,4340.86,47096.75,4971.14,4166.14,18.82,477,259.01,3143,469,68,3544,35,6351,7.45,13,70,9.1,82,75,2.16,233.47,9065.35,15.94,29.51,568.72,91.46,26.88
2022-07-06,July,Q3,2022,South,Startup,Referral,Product_C,Rep_20,83345.74,34462.56,7819.74,6219.23,37522.28,3541.16,2289.36,12.95,670,372.28,2967,321,103,3185,19,5553,7.41,1,61,8.1,182,148,3.47,340.71,7073.32,24.36,41.35,290.37,81.32,28.09
2022-07-07,July,Q3,2022,West,Retail,Online,Product_C,Rep_13,90043.11,26698.71,12793.75,9675.39,46175.44,4375.21,318.17,22.27,516,496.54,3169,379,231,3317,39,7518,5.09,4,48,7.1,9,7,7.29,108.69,19365.06,33.76,29.65,573.61,77.78,28.41
2022-07-08,July,Q3,2022,West,Government,Direct,Product_C,Rep_18,85556.39,32540.48,10712.24,8345.56,40358.29,1945.38,2314.18,14.7,679,486.13,3306,643,149,3800,32,6723,7.03,10,36,5.7,186,151,4.51,203.77,15556.16,16.66,38.03,933.74,81.18,25.88
2022-07-09,July,Q3,2022,West,Government,Referral,Product_D,Rep_15,86052.38,28565.39,8606.4,6339.75,45721.89,3158.7,3839.39,22.94,656,385.58,3272,647,207,3712,27,8946,2.76,1,50,8.4,90,77,6.33,231.91,10410.66,13.3,33.2,782.76,85.56,26.3
2022-07-10,July,Q3,2022,East,Startup,Social,Product_D,Rep_15,82385.06,32142.5,11296.33,7194.68,36915.08,2031.15,2801.03,13.66,605,297.82,3265,449,245,3469,27,1610,5.51,11,71,6.9,190,159,7.5,184.54,8041.14,25.16,39.01,319.6,83.68,25.23
2022-07-11,July,Q3,2022,Central,SMB,Referral,Product_D,Rep_8,82086.49,30936.24,11516.4,6467.96,35980.03,3653.82,2955.07,12.65,116,596.81,3198,615,142,3671,46,5302,8.39,11,58,7.5,26,25,4.44,168.63,27453.26,18.73,37.69,1465.74,96.15,25.67
2022-07-12,July,Q3,2022,West,Enterprise,Referral,Product_B,Rep_19,82441.81,18100.67,11480.52,6456.92,48116.98,4743.64,350.25,5.56,205,448.35,3102,479,98,3483,28,2543,3.54,9,79,8.4,78,71,3.16,57.66,12553.8,23.97,21.96,523.73,91.03,26.58
2022-07-13,July,Q3,2022,East,SMB,Social,Product_A,Rep_14,86656.95,33695.98,12506.75,6822.49,36427.18,4027.04,461.5,13.62,255,304.17,3286,417,168,3535,20,2466,7.06,2,70,9.4,94,91,5.11,169.42,6083.4,29.99,38.88,202.85,96.81,26.37
2022-07-14,July,Q3,2022,South,Retail,Partner,Product_E,Rep_7,82659.84,31251.98,8072.3,5359.97,41428.42,1907.14,526.33,3.51,204,269.79,3155,537,235,3457,46,10108,4.93,7,35,9.0,83,76,7.45,287.15,12410.34,15.03,37.81,825.7,91.57,26.2
2022-07-15,July,Q3,2022,East,Government,Direct,Product_E,Rep_14,86293.72,33550.13,11464.37,8896.24,38329.13,2950.09,3902.1,21.74,740,472.74,3461,574,236,3799,40,15656,1.78,3,33,7.4,170,169,6.82,192.65,18909.6,19.97,38.88,946.9,99.41,24.93
2022-07-16,July,Q3,2022,East,Retail,Social,Product_A,Rep_5,95301.93,41737.45,10696.48,8530.86,38862.79,4005.21,2505.72,16.9,558,249.2,3303,657,79,3881,50,7236,6.84,14,61,7.2,123,110,2.39,290.2,12460.0,16.28,43.79,765.36,89.43,28.85
2022-07-17,July,Q3,2022,West,SMB,Social,Product_E,Rep_15,89360.63,37328.44,12415.76,7277.99,36387.98,3228.45,3536.78,24.84,621,228.49,3192,404,196,3400,29,14719,2.68,2,70,6.5,181,179,6.14,200.65,6626.21,30.73,41.77,215.63,98.9,28.0
2022-07-18,July,Q3,2022,Central,Enterprise,Online,Product_C,Rep_15,83454.97,31764.26,10932.13,7753.0,36306.61,4451.97,481.08,2.3,123,384.24,3193,534,173,3554,23,18565,5.92,13,43,7.1,133,99,5.42,190.56,8837.52,20.47,38.06,431.73,74.44,26.14
2022-07-19,July,Q3,2022,Central,SMB,Direct,Product_B,Rep_4,91171.23,21854.44,12248.98,8318.64,52273.4,4794.41,4228.72,6.02,98,272.24,3249,342,242,3349,30,19530,2.1,4,62,6.0,82,59,7.45,78.42,8167.2,35.82,23.97,228.01,71.95,28.06
2022-07-20,July,Q3,2022,West,Enterprise,Partner,Product_E,Rep_1,83204.87,31043.71,10478.1,6775.99,37982.67,3700.39,3416.15,21.93,516,422.42,3238,361,89,3510,59,19656,8.13,7,38,9.7,40,35,2.75,196.27,24922.78,29.03,37.31,858.52,87.5,25.7
2022-07-21,July,Q3,2022,South,Startup,Social,Product_B,Rep_17,75134.7,21229.3,6943.95,4858.89,44336.37,2625.08,844.38,9.88,634,195.91,3378,339,176,3541,33,10043,3.54,7,80,8.0,99,99,5.21,205.72,6465.03,20.48,28.25,315.68,100.0,22.24
2022-07-22,July,Q3,2022,North,Government,Partner,Product_A,Rep_20,80364.97,26947.2,9495.27,5805.49,41494.4,2428.1,3512.68,11.66,757,455.93,3289,658,239,3708,26,5536,3.09,9,82,6.0,32,26,7.27,183.8,11854.18,14.43,33.53,821.5,81.25,24.43
2022-07-23,July,Q3,2022,Central,Government,Social,Product_E,Rep_1,76131.53,25847.82,11338.03,8881.59,37100.63,1845.05,1002.82,21.52,228,270.87,3201,577,143,3635,12,18103,2.4,12,45,7.0,102,78,4.47,127.97,3250.44,19.65,33.95,165.42,76.47,23.78
2022-07-24,July,Q3,2022,East,Enterprise,Social,Product_B,Rep_16,83808.0,25491.81,12203.88,8684.7,43246.42,2865.89,860.46,13.05,97,144.96,3467,619,170,3916,13,11206,8.12,13,54,7.9,39,33,4.9,108.88,1884.48,19.72,30.42,95.56,84.62,24.17
2022-07-25,July,Q3,2022,South,Government,Online,Product_C,Rep_13,85737.74,32332.67,7118.13,5169.62,43155.21,3131.73,1132.78,4.84,121,202.55,3287,496,80,3703,19,4642,6.48,3,75,7.8,192,172,2.43,354.23,3848.45,14.35,37.71,268.18,89.58,26.08
2022-07-26,July,Q3,2022,West,Startup,Referral,Product_C,Rep_18,94107.91,29142.85,8614.36,4933.67,51924.53,4426.17,4281.7,22.3,162,573.52,3363,437,123,3677,33,13062,6.69,7,59,5.7,66,52,3.66,238.31,18926.16,19.71,30.97,960.23,78.79,27.98
2022-07-27,July,Q3,2022,West,Startup,Direct,Product_A,Rep_10,87440.44,35671.63,7801.52,4295.32,39916.49,4050.8,4002.99,0.78,208,544.87,3229,372,127,3474,36,17447,5.0,6,48,9.6,91,83,3.93,357.24,19615.32,20.97,40.8,935.4,91.21,27.08
2022-07-28,July,Q3,2022,North,SMB,Online,Product_D,Rep_18,84790.38,31861.42,11092.16,6858.31,39903.21,1933.59,1394.78,22.38,79,224.67,3331,428,256,3503,13,14055,4.82,10,25,6.7,178,177,7.69,187.24,2920.71,25.92,37.58,112.68,99.44,25.45
2022-07-29,July,Q3,2022,Central,Retail,Partner,Product_E,Rep_17,90112.99,22359.36,12367.55,9028.33,52159.1,3226.98,3178.44,1.26,146,510.49,3329,458,123,3664,20,1559,2.27,7,71,5.6,112,109,3.69,80.79,10209.8,27.0,24.81,378.14,97.32,27.07
2022-07-30,July,Q3,2022,South,Government,Social,Product_C,Rep_9,74990.37,21634.11,7120.02,5565.28,44191.17,2045.07,2533.72,16.65,300,438.22,3113,547,148,3512,20,2733,5.42,7,20,5.8,129,102,4.75,203.85,8764.4,13.02,28.85,673.15,79.07,24.09
2022-07-31,July,Q3,2022,Central,SMB,Social,Product_C,Rep_14,87304.2,24428.25,10075.75,6329.58,50506.5,2293.7,3520.82,1.79,568,576.41,3508,540,211,3837,24,9861,3.23,10,71,8.0,83,66,6.01,142.45,13833.84,18.66,27.98,741.36,79.52,24.89
2022-08-01,August,Q3,2022,West,SMB,Direct,Product_A,Rep_13,90060.53,29194.85,12504.83,9156.62,43579.35,4781.5,1335.19,17.66,141,308.4,3439,371,102,3708,17,2542,8.34,5,43,6.1,129,105,2.97,133.47,5242.8,33.71,32.42,155.53,81.4,26.19
2022-08-02,August,Q3,2022,Central,SMB,Online,Product_C,Rep_20,78893.36,22954.35,10358.39,6640.99,43870.48,1710.14,2012.33,0.85,162,452.16,3275,333,161,3447,41,10463,7.08,9,53,5.7,65,53,4.92,121.6,18538.56,31.11,29.1,595.9,81.54,24.09
2022-08-03,August,Q3,2022,Central,Enterprise,Online,Product_E,Rep_20,92085.14,32230.63,10862.05,6393.06,45606.74,3385.72,3074.14,21.06,308,171.03,3208,354,206,3356,26,3415,4.39,7,26,7.1,197,144,6.42,196.73,4446.78,30.68,35.0,144.94,73.1,28.7
2022-08-04,August,Q3,2022,West,SMB,Partner,Product_A,Rep_14,88138.93,31063.64,10693.4,7718.28,44026.1,2355.79,115.71,11.65,156,330.55,3357,474,242,3589,26,11983,2.56,7,30,8.2,30,28,7.21,190.49,8594.3,22.56,35.24,380.95,93.33,26.26
2022-08-05,August,Q3,2022,Central,SMB,Online,Product_B,Rep_11,84450.09,32792.44,9761.18,7218.01,37237.09,4659.38,1590.78,2.34,624,564.25,3335,645,192,3788,18,13905,7.0,12,55,6.0,167,135,5.76,235.95,10156.5,15.13,38.83,671.28,80.84,25.32
2022-08-06,August,Q3,2022,East,Enterprise,Online,Product_A,Rep_13,89770.52,30402.04,9051.42,5076.51,46521.42,3795.64,3123.51,17.67,439,381.36,3366,551,202,3715,22,6387,2.35,14,39,6.8,61,59,6.0,235.88,8389.92,16.43,33.87,510.65,96.72,26.67
2022-08-07,August,Q3,2022,South,Enterprise,Referral,Product_E,Rep_17,98040.15,40585.29,11720.85,6933.48,42865.82,2868.19,1238.22,12.23,407,294.94,3353,604,92,3865,51,9187,2.83,3,82,7.3,195,191,2.74,246.27,15041.94,19.41,41.4,774.96,97.95,29.24
2022-08-08,August,Q3,2022,East,Enterprise,Direct,Product_E,Rep_3,87676.1,32034.04,11242.0,7289.68,40884.5,3515.56,4198.39,4.77,248,194.84,3389,497,260,3626,49,7643,2.98,1,82,6.2,136,96,7.67,184.95,9547.16,22.62,36.54,422.07,70.59,25.87
2022-08-09,August,Q3,2022,East,SMB,Online,Product_B,Rep_1,88087.95,21017.96,12432.08,6911.7,50298.75,4339.16,132.84,0.39,476,479.02,3487,475,97,3865,51,16667,5.4,14,49,7.7,46,46,2.78,69.06,24430.02,26.17,23.86,933.51,100.0,25.26
2022-08-10,August,Q3,2022,South,Startup,Partner,Product_A,Rep_5,84630.12,31797.2,10539.87,8206.87,37357.02,4936.03,4054.15,10.45,527,443.74,3403,377,226,3554,13,12246,7.01,14,49,5.9,177,162,6.64,201.68,5768.62,27.96,37.57,206.32,91.53,24.87
2022-08-11,August,Q3,2022,East,Government,Social,Product_E,Rep_13,82757.79,35062.16,11029.83,7471.61,34280.9,2384.9,896.94,2.14,552,300.18,3245,609,116,3738,59,3458,3.7,5,41,5.7,171,146,3.57,217.88,17710.62,18.11,42.37,977.95,85.38,25.5
2022-08-12,August,Q3,2022,North,Retail,Online,Product_E,Rep_5,91238.77,40103.66,8321.43,4463.29,37754.74,5058.94,222.72,2.35,707,584.27,3491,623,265,3849,50,7028,2.09,8,80,7.7,197,161,7.59,381.93,29213.5,13.36,43.95,2186.64,81.73,26.14
2022-08-13,August,Q3,2022,North,Startup,Online,Product_B,Rep_5,82886.75,20072.02,9308.93,5168.4,48750.41,4755.39,1212.11,6.68,622,158.81,3522,411,223,3710,21,6447,4.75,5,40,6.6,26,22,6.33,115.62,3335.01,22.65,24.22,147.24,84.62,23.53
2022-08-14,August,Q3,2022,North,Startup,Social,Product_D,Rep_12,87605.08,31652.23,7065.63,5555.75,43923.79,4963.43,3444.12,15.76,169,282.13,3678,556,240,3994,55,2948,6.74,10,56,5.9,143,114,6.53,347.97,15517.15,12.71,36.13,1220.86,79.72,23.82
2022-08-15,August,Q3,2022,East,Government,Referral,Product_A,Rep_2,84939.04,31888.96,8261.81,5960.49,40930.63,3857.64,3195.59,13.25,622,566.93,3254,484,108,3630,28,7306,3.05,3,46,7.3,169,150,3.32,285.98,15874.04,17.07,37.54,929.94,88.76,26.1
2022-08-16,August,Q3,2022,East,Enterprise,Direct,Product_E,Rep_16,89802.31,23508.37,11750.84,8464.38,50484.68,4058.42,937.72,1.72,358,299.17,3395,552,158,3789,18,9251,3.04,9,54,9.4,94,68,4.65,100.06,5385.06,21.29,26.18,252.94,72.34,26.45
2022-08-17,August,Q3,2022,East,SMB,Referral,Product_C,Rep_17,89155.8,22046.41,13322.26,6950.88,50566.07,3221.06,877.25,24.21,587,270.59,3166,616,181,3601,51,9092,8.13,2,57,8.6,183,162,5.72,65.49,13800.09,21.63,24.73,638.01,88.52,28.16
2022-08-18,August,Q3,2022,Central,Startup,Partner,Product_B,Rep_5,92755.27,36779.64,8064.37,6198.19,43264.6,4646.66,2980.13,22.18,676,402.18,3434,542,227,3749,50,13363,8.18,3,79,9.0,62,49,6.61,356.08,20109.0,14.88,39.65,1351.41,79.03,27.01
2022-08-19,August,Q3,2022,North,SMB,Online,Product_D,Rep_12,85097.57,26543.64,9199.44,5824.36,45844.07,3510.42,1949.09,6.48,524,524.79,3328,513,87,3754,15,15066,8.43,12,51,9.2,11,8,2.61,188.54,7871.85,17.93,31.19,439.03,72.73,25.57
2022-08-20,August,Q3,2022,Central,Startup,Referral,Product_D,Rep_15,86378.35,22689.26,11747.88,8199.02,47873.0,4068.21,3421.83,3.06,601,182.66,3579,376,278,3677,46,17129,7.15,4,46,9.7,140,121,7.77,93.13,8402.36,31.24,26.27,268.96,86.43,24.13
2022-08-21,August,Q3,2022,North,Enterprise,Direct,Product_B,Rep_6,82913.99,27995.82,7817.34,6159.34,44021.54,3079.29,100.05,23.56,393,569.62,3313,352,243,3422,58,16776,2.82,10,22,8.8,55,48,7.33,258.12,33037.96,22.21,33.76,1487.53,87.27,25.03
2022-08-22,August,Q3,2022,East,SMB,Partner,Product_D,Rep_13,85666.42,34400.65,10181.96,5396.48,36863.89,4219.92,2614.59,11.53,677,537.21,3225,383,117,3491,47,1189,2.98,1,68,8.1,155,128,3.63,237.86,25248.87,26.58,40.16,949.92,82.58,26.56
2022-08-23,August,Q3,2022,South,Startup,Referral,Product_E,Rep_11,89854.47,21612.65,11799.24,7606.77,51682.19,4760.39,3282.71,7.78,185,238.8,3351,346,232,3465,42,12752,3.88,11,49,7.1,94,68,6.92,83.17,10029.6,34.1,24.05,294.12,72.34,26.81
2022-08-24,August,Q3,2022,Central,Enterprise,Online,Product_D,Rep_17,91832.99,31517.51,11306.38,5821.47,46634.53,2374.57,4561.28,12.26,326,494.09,3205,559,164,3600,36,8482,3.73,4,41,6.3,112,108,5.12,178.76,17787.24,20.23,34.32,879.25,96.43,28.65
